ordemdecompra,avulso,paineis,portaaluminio,vidros,pecaspintadas,tapecaria,serralheria,cabide,trilho,volmod,avulsol,paineisl,portaaluminiol,vidrosl,pecaspintadasl,tapecarial,serralherial,cabidel,trilhol,modulosl,avulsoq,paineisq,portaaluminioq,vidrosq,pecaspintadasq,tapecariaq,serralheriaq,cabideq,trilhoq,modulosq,totalvolumes
4210260707,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
4210260708,true,true,true,true,false,false,false,true,false,true,BOX 24,JUNTOS,BOX 06,INSTALADO,,,,JUNTOS,,MEIO,2,3,2,2,0,0,0,1,0,93,97
4210260709,true,true,false,false,false,false,false,false,false,true,BOX 02,JUNTOS,,,,,,,,BOX 06,1,3,0,0,0,0,0,0,0,9,10
4210260710,true,true,true,false,false,false,false,false,false,true,BOX 01,JUNTOS,BOX 06,,,,,,,BOX 03,1,3,2,0,0,0,0,0,0,21,24
4210260711,true,false,false,false,false,false,false,false,false,true,BOX 36,,,,,,,,,BOX 06,2,0,0,0,0,0,0,0,0,24,26
4210260801,true,false,true,false,false,false,false,false,false,true,BOX 13,,ok,,,,,,,BOX 8,1,0,2,0,0,0,0,0,0,22,25
4210260802,true,false,false,false,false,false,false,false,false,true,BOX 13,,,,,,,,,BOX 8,1,0,0,0,0,0,0,0,0,6,7
4210260803,true,false,false,false,false,false,false,false,false,true,BOX 13,,,,,,,,,BOX 7,1,0,0,0,0,0,0,0,0,13,15
4210260901,true,false,false,false,false,false,false,false,false,true,BOX 26,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,66,67
4210261001,true,false,false,false,false,false,false,true,false,true,box 31,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,51,54
4210261201,true,false,false,false,false,false,false,true,false,true," BOX 18",,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,47,49
4210261202,true,false,false,false,false,false,false,false,false,true,BOX 30,,,,,,,,,BOX 10,1,0,0,0,0,0,0,0,0,27,0
4210261301,true,false,false,false,false,false,false,false,false,true,BOX 18,,,,,,,,,BOX 6,1,0,0,0,0,0,0,0,0,0,0
4210261401,true,true,true,false,false,false,false,false,false,true,BOX 10,JUNTOS,BOX 10,,,,,,,MEIO,1,3,1,0,0,0,0,0,0,64,66
4210261402,true,false,false,false,false,false,false,false,false,true,BOX 15,,,,,,,,,BOX 10,1,0,0,0,0,0,0,0,0,25,26
4210261403,true,false,false,false,false,false,false,true,false,true,BOX 22,,,,,,,BOX 10,,BOX 10,1,0,0,0,0,0,0,1,0,41,43
4210261404,true,false,true,false,false,false,false,false,true,true,BOX 01,,BOX,,,,,,ILHA,ILHA,1,0,2,0,0,0,0,0,1,4,8
4210261501,true,true,false,false,false,false,false,false,false,true,BOX 03,JUNTOS BOX 07,,,,,,,,BOX 07,1,0,0,0,0,0,0,0,0,19,20
4210261502,false,false,false,false,false,false,false,false,false,false,BOX 20,,09 E 10,,,,,,,MEIOEBOX9,2,0,10,0,0,0,0,0,0,67,79
4210261503,false,false,false,false,false,false,false,false,false,false,BOX31,,,,,,,,,MEIO,4,0,0,0,0,0,0,0,0,94,98
4210261504,true,true,true,false,false,false,false,false,false,true,BOX 22,JUNTOS,BOX 14,,,,,,,BOX 09,2,,4,0,0,0,0,0,0,51,57
4210261505,false,false,false,false,false,false,false,false,false,false,BOX 13,,,,,,,,,5,1,0,0,0,0,0,0,0,0,52,53
4210261506,false,false,false,false,false,false,false,false,false,false,BOX 18,,,,,,,,,BOX 10,1,0,0,0,0,0,0,0,0,29,30
4210261507,true,false,true,false,false,false,false,false,false,true,BOX 5,,box 10,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,5,8
4210261508,false,false,false,false,false,false,false,false,false,false,BOX 18,,,,,,,,,BOX 11,1,0,0,0,0,0,0,0,0,74,78
4210261509,false,false,false,false,false,false,false,false,false,false,BOX05,,BOX 10,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,6,8
4210261510,false,false,false,false,false,false,false,false,false,false,BOX05,,BOX 10,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,4,7
4210261511,true,true,false,false,false,false,false,false,false,true,BOX 2,BOX 3,,,,,,,,BOX 3,1,3,0,0,0,0,0,0,0,4,5
4210261601,true,false,false,false,false,false,false,false,false,true,BOX17,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,3,4
4210261901,false,false,false,false,false,false,false,false,false,false,04,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
4210262101,true,false,false,false,false,false,false,false,true,true,BOX 01,,,,,,,,BOX 09,BOX 09,1,0,0,0,0,0,0,0,1,10,11
4210262102,true,true,false,false,false,false,false,false,true,true,BOX 18,JUNTOS,,,,,,,BOX 07,BOX 07,1,7,0,0,0,0,0,0,1,33,0
4210262103,true,false,true,false,false,false,true,false,false,true,BOX 26,,BOX 08,,,,MEIO,,,MEIO,4,0,2,0,0,0,1,0,0,98,105
4210262104,true,false,true,false,false,false,false,false,false,true,BOX 18,,BOX 11,,,,,,,MEIO,1,0,4,0,0,0,0,0,0,20,25
4210262105,true,false,false,false,false,false,false,false,false,true,BOX 22,,,,,,,,,BOX  09,1,0,0,0,0,0,0,0,0,20,21
4210262106,true,false,false,false,false,false,false,false,false,true,BOX 19,,,,,,,,,BOX 03,5,0,0,0,0,0,0,0,0,23,24
4210262108,true,false,false,false,false,false,false,false,false,true,BOX 08,,,,,,,,,BOX 08,1,0,0,0,0,0,0,0,0,14,14
4210262109,true,false,true,false,false,false,false,false,false,true,BOX 01,,BOX 12,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,10,13
4210262110,true,false,false,false,false,false,false,false,false,true,BOX 03,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,2,3
4210262111,true,false,true,false,false,false,false,false,false,true,BOX 06,,BOX 12,,,,,,,ILHA,1,0,4,0,0,0,0,0,0,13,18
4210262113,true,true,false,false,false,false,false,true,true,true,BOX 19,JUNTOS,,,,,,BOX 09,BOX 09,BOX 09,2,3,0,0,0,0,0,1,1,47,51
4210262114,true,true,false,false,false,false,false,true,true,true,BOX 26,JUNTOS,,,,,,JUNTOS,JUNTOS,BOX 11,3,,0,0,0,0,0,,,88,89
4210262115,true,true,false,false,false,false,true,false,false,true,BOX 02,JUNTOS,,,,,BOX 08,,,BOX 11,1,3,0,0,0,0,1,0,0,9,10
4210262116,true,false,false,false,false,false,false,false,false,true,BOX 18,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,3,3
4210262201,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,BOX 10,,BOX 10,1,0,0,0,0,0,0,1,0,19,21
4210262301,false,false,false,false,false,false,false,false,false,false,BOX 03,,,,,,,,,BOX 09,1,0,0,0,0,0,0,0,0,37,38
4210262401,true,true,false,false,false,false,false,false,false,true,BOX 04,BOX 09,,,,,,,,BOX 09,1,0,0,0,0,0,0,0,0,9,10
4210262501,true,true,true,true,false,false,false,false,false,true,BOX 31,JUNTOS,BOX 05,JUNTOS,,,,,,BOX 09,4,3,2,3,0,0,0,0,0,97,106
4210262502,true,true,true,false,false,false,false,true,false,false,BOX 06 E 14,JUNTOS,BOX 05,,,,,BOX 05,,BOX 05,2,3,2,0,0,0,0,1,0,52,57
4210262503,true,false,false,false,false,false,false,true,true,true,BOX 09,,,,,,,BOX 06,BOX 06,BOX 06,1,0,0,0,0,0,0,1,1,31,34
4210262601,true,false,false,false,false,false,false,false,false,true,BOX 1,,,,,,,,,BOX 8,1,0,0,0,0,0,0,0,0,5,6
4210262801,true,true,false,false,false,false,false,false,false,true,BOX 8,JUNTOS,,,,,,,,BOX 9,1,0,0,0,0,0,0,0,0,68,69
4210262802,true,false,false,false,false,false,false,false,false,true,BOX 17,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,17,18
4210262803,true,false,false,false,false,false,false,false,false,true,BOX 04,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,8,9
4210262804,true,false,false,false,false,false,false,false,false,true,BOX 04,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
4210262805,true,false,false,false,false,false,false,true,false,true,BOX 21,,,,,,,BOX 09,,BOX 09,2,0,0,0,0,0,0,1,0,39,42
4210262806,true,true,false,false,false,false,false,true,false,true,BOX 31,JUNTOS,,,,,,JUNTOS,,BOX 7,2,0,0,0,0,0,0,0,0,31,33
4210262901,false,false,false,false,false,false,false,false,false,false,BOX 06,,,,,,,,,MEIO,2,0,0,0,0,0,0,0,0,23,25
4210263001,true,false,true,false,false,false,false,false,false,true,BOX 04,,BOX 08,,,,,,,MEIO,1,0,1,0,0,0,0,0,0,6,8
4210263002,true,false,false,false,false,false,false,false,false,true,BOX 13,,,,,,,,,MEIO,2,0,0,0,0,0,0,0,0,41,43
4210263003,true,false,false,false,false,false,false,false,false,true,BOX 17,,,,,,,,,BOX 05,1,0,0,0,0,0,0,0,0,55,57
4210263004,true,false,false,false,false,false,false,true,false,true,BOX 19,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,16,18
4210263005,true,true,false,false,false,false,false,false,false,true,BOX 24,JUNROS,,,,,,,,MEIO,1,3,0,0,0,0,0,0,0,4,5
4210263502,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,58,60
4210263503,true,true,false,false,false,false,false,true,false,true," 13",BOX 07,,,,,,BOX 07,,BOX 07,1,3,0,0,0,0,0,1,0,42,47
4210263504,true,true,false,false,false,false,false,true,true,true,BOX 26,BOX 07,,,,,,BOX 07,BOX 03,BOX 07,3,3,0,0,0,0,0,1,1,72,80
4210263505,true,true,false,false,false,false,false,false,false,true,BOX 07,MEIO,,,,,,,,MEIO,1,3,0,0,0,0,0,0,0,27,31
4210263506,true,true,false,false,false,false,false,false,true,true,BOX 06,MEIO,,,,,,,MEIO,,1,3,0,0,0,0,0,0,1,16,20
4210263507,true,false,false,false,false,false,false,false,false,true,BOX 11,,,,,,,,,BOX 05,1,0,0,0,0,0,0,0,0,23,24
4210263508,true,false,false,false,false,false,false,false,false,true,BOX 26,,,,,,,,,MEIO,2,0,0,0,0,0,0,0,0,21,23
4210263509,true,false,true,false,false,false,false,false,false,true,BOX 01,,BOX 10,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,6,8
4210263510,true,false,true,false,false,false,false,false,false,true,BOX 01,,BOX 08,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,3,5
4210263601,true,false,false,false,false,false,false,false,false,true,BOX 2,,,,,,,,,BOX 8,1,0,0,0,0,0,0,0,0,21,22
4210263602,true,true,false,false,false,false,false,false,false,true,04,JUNTOS,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,6,9
4210263801,true,false,true,false,false,false,false,true,false,true,BOX 17,,BOX 09,,,,,BOX 04,,BOX 04,1,0,1,0,0,0,0,1,0,49,51
4210263901,true,false,false,false,false,false,false,false,false,true,BOX 13,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,18,19
4210264001,false,false,false,false,false,false,false,false,false,true,BOX 18,,,,,,,,,BOX 05,1,0,0,0,0,0,0,0,0,20,21
4210264101,true,false,true,false,false,false,false,false,true,true,BOX 12,,BOX 10,,,,,,,ILHA,1,0,1,0,0,0,0,0,,5,7
4210264201,true,false,true,true,false,false,false,false,false,true,BOX  20,,BOX 04,BOX 04,,,,,,MEIO,2,0,4,12,0,0,0,0,0,107,125
4210264202,true,false,false,false,false,false,false,false,false,true,BOX 3,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,1,2
4210264301,true,true,false,false,false,false,false,false,false,true,01,JUNTOS B 10,,,,,,,,BOX 10,1,0,0,0,0,0,0,0,0,7,8
4210264302,true,false,false,false,false,false,false,false,false,true,BOX 22,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,7,8
4210264303,true,true,false,true,false,false,false,false,false,true,BOX 3,JUNTOS,,JUNTOS,,,,,,BOX 06,1,0,0,0,0,0,0,0,0,25,26
4210264401,true,false,false,false,false,false,false,false,false,true,BOX 30,,,,,,,,,BOX 4,1,0,0,0,0,0,0,0,0,58,59
4210264501,true,true,false,false,false,false,false,false,false,true,BOX 26,JUNTOS,,,,,,,,MEIO,2,3,0,0,0,0,0,0,0,75,77
4210264502,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,18,20
4210264503,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,17,18
4210264504,true,false,false,false,false,false,false,false,false,true,BOX 04,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,11,12
4210264505,true,true,false,false,false,false,false,true,false,false,BOX 17,JUNTOS,,,,,,BOX 05,,BOX 05,2,3,0,0,0,0,0,1,0,61,64
4210264506,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,2,3
4210264507,true,false,false,false,false,false,false,false,false,true,BOX 11,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,14,15
4210264508,true,false,false,false,false,false,false,false,false,true,BOX 04,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,1,2
4210264601,true,false,true,false,false,false,false,false,true,true,BOX 20,,BOX 02,,,,,,JUNTOS,BOX 10,1,0,4,0,0,0,0,0,1,57,62
4210264701,true,false,false,true,false,false,false,false,false,true,BOX 02,,,BOX 07,,,,,,MEIO,1,0,0,1,0,0,0,0,0,11,13
4210264901,true,false,false,false,false,false,false,false,false,true,BOX 21,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,5,6
4210264902,false,false,false,false,false,false,false,false,false,false,BOX 02,,,,,,,,,BOX 10,1,0,0,0,0,0,0,0,0,1,2
4210265101,true,false,false,false,false,false,false,true,false,true,BOX 23,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,34,36
4210265102,true,false,false,false,false,false,false,false,false,true,BOX 33,,,,,,,,,BOX 02,2,0,0,0,0,0,0,0,0,2,4
4210265301,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265302,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265304,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265305,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265306,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265307,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210265401,true,false,true,false,false,false,false,false,false,true,BOX 10,,BOX 09,,,,,,,MEIO,1,0,1,0,0,0,0,0,0,54,56
4210265402,true,false,true,false,false,false,false,false,true,true,BOX 04,,BOX 06,,,,,,ILHA,ILHA,1,0,2,0,0,0,0,0,1,5,8
4210265901,true,false,false,false,false,false,false,false,false,true,OBS BOX 3,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,68,69
4210265902,true,false,false,false,false,false,false,false,false,true,BOX 9,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,15,16
4210265903,true,false,false,false,false,false,false,false,false,true,OBS BOX 18,,,,,,,,,MEIO,2,0,0,0,0,0,0,0,0,54,55
4210265904,true,false,true,false,false,false,false,false,false,true,BOX 2,,BOX 08,,,,,,,ILHA,1,0,3,0,0,0,0,0,0,4,7
4210266101,true,false,false,false,false,false,true,false,false,true,BOX 18,,,,,,JUNTOS,,,BOX 10 FRENTE,2,0,0,0,0,0,8,0,0,8,9
4210266201,true,true,true,true,false,false,false,false,false,true,BOX 11,JUNTOS,BOX 06,BOX 10,,,,,,MEIO,1,3,2,3,0,0,0,0,0,60,65
4210266301,true,false,false,false,false,false,false,false,false,true,BOX 03,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
4210266302,true,false,false,false,false,false,false,false,false,true,BOX 03,,,,,,,,,ILHA,2,0,0,0,0,0,0,0,0,5,7
4210266303,true,false,false,true,false,false,false,true,false,true,BOX 03,,,BOX 04,,,,BOX 04,,BOX 04,1,0,0,1,0,0,0,1,0,35,38
4210266304,true,false,true,true,false,false,false,false,false,true,BOX 06,,BOX 05,BOX 03,,,,,,BOX 03,2,0,1,1,0,0,0,0,0,32,35
4210266305,true,false,false,false,false,false,false,false,false,true,BOX 14,,,,,,,,,BOX 04,1,0,0,0,0,0,0,0,0,17,18
4210266306,true,false,false,false,false,false,false,false,false,true,BOX 15,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,5,6
4210266307,true,false,false,false,false,false,false,false,false,true,BOX 11,,,,,,,,,BOX 04,1,0,0,0,0,0,0,0,0,18,19
4210266308,true,false,false,false,false,false,false,false,false,true,BOX 13,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,47,48
4210266309,true,false,false,false,false,false,false,false,false,true,BOX 1,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,14,15
4210266401,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266402,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266403,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266404,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266405,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266406,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266407,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266408,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210266501,true,false,false,true,false,false,false,false,false,true,BOX 06,,,BOX 08,,,,,,ILHA,1,0,0,2,0,0,0,0,0,6,8
4210266502,true,false,false,true,false,false,false,false,false,true,BOX 01,,,BOX 03,,,,,,ILHA,1,0,0,3,0,0,0,0,0,1,5
4210266601,true,false,false,false,false,false,false,false,false,true,BOX  01,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
4210266701,true,true,false,false,false,false,false,false,false,true,BOX 13,JUNTOS,,,,,,,,BOX 08,1,3,0,0,0,0,0,0,0,18,19
4210266702,true,false,false,false,false,false,false,false,false,true,BOX 2,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,4,5
4210266801,true,true,true,false,false,false,false,false,false,true,BOX 21,JUNTOS,BOX 12,,,,,,,BOX 09,1,3,1,0,0,0,0,0,0,59,60
4210266901,true,true,true,false,false,false,false,false,true,true,BOX 07,JUNTOS,FALTANDO,,,,,,BOX 05,BOX 05,1,3,2,0,0,0,0,0,1,30,33
4210267001,true,false,false,false,false,false,false,false,false,true,BOX 21,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,46,47
4210267201,false,true,false,false,false,false,false,false,false,false,," BOX 11",,,,,,,,,0,3,0,0,0,0,0,0,0,0,3
4210267301,true,true,false,false,false,false,false,true,false,true,BOX 22," JUNTOS",,,,,,BOX 06,,BOX 06,1,3,0,0,0,0,0,1,0,43,45
4210267401,false,true,false,false,false,false,false,false,false,false,,BOX 5,,,,,,,,,0,2,0,0,0,0,0,0,0,0,2
4210267501,true,true,true,false,false,false,false,false,false,true,BOX 21,MEIO,BOX 11,,,,,,,MEIO,1,3,2,0,0,0,0,0,0,33,36
4210267502,true,true,false,false,false,false,false,true,false,true,BOX 03,JUNTOS 03,,,,,,BOX 03,,BOX 03,1,3,0,0,0,0,0,1,0,33,35
4210267503,true,true,true,true,false,false,false,false,false,true,BOX 07,BOX 11,BOX 11,BOX 11,,,,,,ILHA,1,2,3,1,0,0,0,0,0,19,27
4210267504,true,true,false,false,false,false,false,false,false,true,BOX 04,BOX 11,,,,,,,,BOX 11,1,3,0,0,0,0,0,0,0,31,32
4210267505,true,true,false,true,false,false,false,false,false,true,BOX 23,BOX 11,,BOX 11,,,,,,BOX 11,1,3,0,1,0,0,0,0,0,17,19
4210267601,true,true,false,true,false,false,false,false,false,true,BOX 26,BOX 08,,BOX 02,,,,,,MEIO,2,1,0,3,0,0,0,0,0,70,75
4210267602,true,false,false,false,false,false,false,false,false,true,BOX 04,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,2,3
4210267603,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,2,3
4210267604,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,1,2
4210267605,true,false,false,false,false,false,false,true,false,true,BOX 22,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,23,25
4210267701,true,true,false,false,false,false,false,false,false,true,BOX 08,BOX 05,,,,,,,,BOX 05,1,3,0,0,0,0,0,0,0,18,22
4210267702,true,false,false,false,false,false,false,false,false,true,BOX 19,,,,,,,,,BOX 06,1,0,0,0,0,0,0,0,0,19,20
4210267703,true,true,false,false,false,false,false,false,false,true,BOX 21,MEIO,,,,,,,,MEIO,1,8,0,0,0,0,0,0,0,36,45
4210267801,true,true,false,false,false,false,false,true,false,true,BOX 23,JUNTOS,,,,,,BOX 08,,BOX 08,1,3,0,0,0,0,0,1,0,61,63
4210267802,true,true,false,false,false,false,false,false,false,true,BOX 10,MEIO,,,,,,,,MEIO,1,3,0,0,0,0,0,0,0,33,37
4210267803,true,false,true,false,false,false,false,false,false,true,BOX 04,,BOX 08,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,5,8
4210267901,true,true,false,false,false,false,false,false,false,true,BOX 26,MEIO,,,,,,,,MEIO,2,3,0,0,0,0,0,0,0,40,45
4210267902,true,false,false,false,false,false,false,false,false,true,BOX 8,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,24,25
4210267903,true,true,false,false,false,false,false,false,false,true,BOX 07,BOX 06,,,,,,,,BOX 06,1,3,0,0,0,0,0,0,0,8,12
4210268001,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210268002,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210268003,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
4210268501,true,true,false,false,false,false,true,false,false,true,BOX,JUNTOS,,,,,MEIO,,,MEIO,1,3,0,0,0,0,1,0,0,25,26
4210268701,true,true,false,true,false,false,true,false,false,true,BOX 27,MEIO,,INTALADO,,," FRANCESA",,,MEIO,3,3,0,15,0,0,10,0,0,54,60
4210268703,true,true,false,false,false,false,false,false,false,true,BOX 23,BOX 11,,,,,,,,BOX 11,1,3,0,0,0,0,0,0,0,41,45
4210268704,true,true,true,true,false,false,false,false,false,true,BOX 12,ILHA,BOX 12,BOX 12,,,,,,ILHA,1,3,2,1,0,0,0,0,0,7,13
4210268705,true,true,false,true,false,false,true,false,false,true,BOX 02,JUNTOS,,BOX 08,,,JUNTOS,,,ILHA,1,0,0,1,0,0,0,0,0,3,6
4210268706,false,false,false,true,false,false,false,false,false,false,21 MESA,,,BOX 08,,,,,,BOX 18,2,0,0,7,0,0,0,0,0,62,64
4210268707,true,true,false,false,false,true,false,false,false,true,BOX 09,BOX 05,,,,BOX 05,,,,BOX 05,1,3,0,0,0,1,0,0,0,28,32
4210268708,true,true,false,false,false,false,false,false,false,true,BOX 21,BOX 06,,,,,,,,BOX 06,3,7,0,0,0,0,0,0,0,57,67
4210268709,true,false,false,false,false,false,false,false,true,true,BOX 27,,,,,,,,BOX 06,BOX 06,2,0,0,0,0,0,0,0,1,45,47
4210268711,true,false,true,false,false,false,false,false,false,true,BOX 08,,BOX 12,,,,,,,ILHA,1,0,3,0,0,0,0,0,0,6,10
4210268712,true,false,false,false,false,false,false,false,false,true,BOX 23,,,,,,,,,BOX 14,1,0,0,0,0,0,0,0,0,21,22
4210268801,true,false,false,false,false,false,false,false,false,true,BOX 22,,,,,,,,,BOX 13,2,0,0,0,0,0,0,0,0,95,97
4210268802,true,false,false,false,false,false,true,false,false,true,BOX 10,,,,,,BOX 6,,,BOX 06,1,0,0,0,0,0,3,0,0,6,7
4210268803,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,0
4210268804,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,BOX 6,1,0,0,0,0,0,0,0,0,9,10
4210268805,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,BOX 06,1,0,0,0,0,0,0,0,0,14,15
4210268806,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,BOX 06,1,0,0,0,0,0,0,0,0,12,13
4210268901,true,true,false,false,false,false,false,false,false,true,BOX 27,JUNTOS,,,,,,,,BOX 07,2,3,0,0,0,0,0,0,0,40,42
4210269001,true,false,false,false,false,false,false,false,false,true,BOX 22,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,38,39
4210269101,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,5,6
4210269301,true,false,false,false,false,false,false,false,false,true,BOX 01,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,2,3
4210269302,true,false,true,false,false,false,false,false,false,true,BOX 08,,BOX 07,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,2,4
4210269303,true,false,false,false,false,false,false,false,false,true,BOX 31,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,52,53
4210269304,true,false,false,false,false,false,true,false,false,true,BOX 26,,,,,,JUNTOS,,,MEIO,3,0,0,0,0,0,3,0,0,20,23
4210269401,true,false,false,false,false,false,false,false,false,true,BOX 11,,,,,,,,,BOX 09,2,0,0,0,0,0,0,0,0,10,11
4210269402,true,false,false,false,false,false,false,false,false,true,BOC 05,,,,,,,,,BOX 09,1,0,0,0,0,0,0,0,0,10,11
4210269403,true,false,false,false,false,false,false,false,false,true,BOX 07,,,,,,,,,BOX 09,1,0,0,0,0,0,0,0,0,20,21
4210269404,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,8,8
4210269501,true,false,false,false,false,false,false,false,false,true,BOX 02,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,1,2
4210269502,true,true,false,true,false,false,false,true,false,true,BOX 26,JUNTOS,,BOX 08,,,,BOX 06,,BOX 06,2,3,0,1,0,0,0,1,0,46,50
4210269503,true,false,false,false,false,false,false,false,false,true,BOX 23,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,18,19
4210269504,true,false,true,false,false,false,false,false,false,true,BOX 18,,BOX 07,,,,,,,MEIO,2,0,1,0,0,0,0,0,0,32,35
4210269601,true,true,false,false,false,false,false,false,false,true,BOX 11,JUNTOS 04,,,,,,,,BOX 03,2,3,0,0,0,0,0,0,0,25,27
4210269602,true,true,false,false,false,false,false,false,false,true,BOX 06,BOX 11,,,,,,,,BOX 11,2,3,0,0,0,0,0,0,0,11,13
4210270001,true,true,false,false,false,false,false,false,false,true,BOX 11,JUNTOS 07,,,,,,,,BOX 07,1,3,0,0,0,0,0,0,0,27,28
4210270201,true,false,false,false,false,false,false,true,false,true,BOX 31,,,,,,,BOX 06,,BOX 06,2,,0,0,0,0,0,1,0,58,61
