ordemdecompra,corteinicio,cortefim,cortepausa,corteresp,customizacaoinicio,customizacaofim,customizacaopausa,customizacaoresp,coladeirainicio,coladeirafim,coladeirapausa,coladeiraresp,usinageminicio,usinagemfim,usinagempausa,usinagemresp,montageminicio,montagemfim,montagempausa,montagemresp,paineisinicio,paineisfim,paineispausa,paineisresp,embalageminicio,embalagemfim,embalagempausa,embalagemresp,observacoes,conferido,motorista,tamanho,separacao,acabamentoresp,acabamentoinicio,acabamentofim,acabamentopausa
4200491101,2023-05-31 15:55:33,2023-06-01 09:03:08,false,31,2023-06-02 08:06:00,2023-06-02 11:11:00,false,12,2023-06-01 09:10:00,2023-06-01 10:43:00,false,6,2023-06-02 16:20:00,2023-06-05 07:48:00,true,23,2023-06-09 15:13:00,2023-06-13 11:20:00,false,48,2023-06-05 00:00:00,2023-06-05 00:00:00,false,0,2023-06-12 08:40:00,2023-06-13 14:25:00,true,50,,33,41,MÉDIO,,0,,,false
4200491401,2023-03-30 07:59:57,2023-03-30 13:50:35,false,23,2023-03-30 17:00:00,2023-03-31 08:20:00,false,12,2023-03-30 13:50:00,2023-03-30 14:55:00,false,9,2023-03-31 07:50:00,2023-03-31 10:50:00,false,32,2023-04-01 08:00:00,2023-04-03 16:50:00,false,30,2023-03-31 00:00:00,2023-03-31 00:00:00,false,0,2023-04-04 16:20:00,2023-04-05 09:28:00,false,45,,34,15,MÉDIO,,0,,,false
4200491601,2023-03-20 15:20:08,2023-03-20 17:12:51,false,31,2023-03-21 07:54:00,2023-03-21 09:00:00,false,12,2023-03-21 08:45:00,2023-03-21 10:00:00,false,9,2023-03-21 11:40:00,2023-03-21 14:40:00,false,36,2023-03-22 13:08:00,2023-03-22 17:17:00,false,11,2023-03-21 00:00:00,2023-03-21 00:00:00,false,0,2023-03-23 07:52:00,2023-03-23 09:16:00,false,45,PORTA  COM VIDRO MEDIDA 345 X 516 OK 20/03/2023,34,15,PEQUENO,,0,,,false
4200491602,2023-03-20 13:24:26,2023-03-20 13:46:46,false,23,2023-03-21 07:54:00,2023-03-21 09:10:00,false,12,2023-03-20 16:15:00,2023-03-20 16:25:00,false,9,2023-03-20 16:40:00,2023-03-20 17:00:00,false,36,2023-03-22 14:00:00,2023-03-22 15:20:00,false,21,2023-03-21 00:00:00,2023-03-21 00:00:00,false,0,2023-03-22 16:50:00,2023-03-22 17:04:00,false,45,,34,15,PEQUENO,,0,,,false
4200491603,2023-03-20 14:29:47,2023-03-20 14:52:52,false,23,2023-03-21 00:00:00,2023-03-21 00:00:00,false,0,2023-03-20 15:15:00,2023-03-20 15:35:00,false,6,2023-03-21 08:05:00,2023-03-21 08:20:00,false,36,2023-03-23 07:40:00,2023-03-23 08:07:00,false,11,2023-03-21 00:00:00,2023-03-21 00:00:00,false,0,2023-03-23 10:00:00,2023-03-23 10:17:00,false,45,,34,15,PEQUENO,,0,,,false
4200491604,2023-03-20 13:48:08,2023-03-20 14:21:08,false,23,2023-03-21 07:54:00,2023-03-21 09:32:00,false,12,2023-03-20 15:39:00,2023-03-20 16:10:00,false,9,2023-03-21 07:40:00,2023-03-21 08:00:00,false,36,2023-03-23 08:10:00,2023-03-23 10:55:00,false,21,2023-03-21 00:00:00,2023-03-21 00:00:00,false,0,2023-03-23 16:46:00,2023-03-23 17:10:00,false,45,(FALTANDO 1 CARTELA TAPA FUROS CUMARU 12MM)OK 29-03-2023 THIAGO,34,15,PEQUENO,,0,,,false
4200491901,2023-02-27 09:18:14,2023-02-27 09:20:46,false,14,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 09:20:00,2023-02-27 09:25:00,false,6,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 09:30:00,2023-02-27 09:30:00,false,0,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 09:55:00,2023-02-27 09:58:00,false,45,,33,41,PEQUENO,,0,,,false
4200491902,2023-02-27 09:25:13,2023-02-27 09:27:32,false,14,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 09:30:00,2023-02-27 09:35:00,false,6,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 09:40:00,2023-02-27 10:20:00,false,30,2023-02-27 00:00:00,2023-02-27 00:00:00,false,0,2023-02-27 11:50:00,2023-02-27 11:54:00,false,45,,33,41,PEQUENO,,0,,,false
4200492001,2023-05-25 11:16:15,2023-05-26 09:43:00,false,31,2023-05-26 09:38:00,2023-05-26 13:30:00,false,12,2023-05-26 10:05:00,2023-05-26 11:25:00,false,9,2023-05-29 08:43:00,2023-05-30 11:52:00,false,32,2023-06-03 08:35:00,2023-06-05 11:00:00,false,21,2023-06-05 15:30:00,2023-06-06 07:57:00,false,35,2023-06-06 11:16:00,2023-06-06 15:54:00,false,45,,33,15,PEQUENO,,0,,,false
4200492002,2023-05-26 11:18:56,2023-05-26 11:41:35,false,31,2023-05-26 11:48:00,2023-05-26 11:49:00,false,12,2023-05-26 13:45:00,2023-05-26 14:00:00,false,6,2023-05-29 13:25:00,2023-05-29 16:16:00,false,32,2023-06-02 08:05:00,2023-06-02 08:11:00,false,14,2023-05-30 00:00:00,2023-05-30 00:00:00,false,0,2023-06-02 13:09:00,2023-06-02 13:32:00,false,45,,33,15,PEQUENO,,0,,,false
4200492401,2023-06-24 10:21:42,2023-06-26 13:20:23,false,31,2023-06-26 13:55:00,2023-06-26 17:00:00,false,12,2023-06-26 16:25:00,2023-06-28 11:20:00,true,9,2023-06-28 12:40:00,2023-06-30 08:09:00,true,32,2023-06-30 11:50:00,2023-07-04 13:01:00,false,11,2023-06-30 00:00:00,2023-06-30 00:00:00,false,0,2023-07-03 13:43:00,2023-07-04 15:56:00,false,45,,33,15,GRANDE,,0,,,false
4200492402,2023-06-27 08:33:21,2023-06-27 11:05:15,false,31,2023-06-27 16:00:00,2023-06-27 17:15:00,false,12,2023-06-28 13:45:00,2023-06-29 10:00:00,false,22,2023-06-29 10:30:00,2023-06-29 15:55:00,true,32,2023-06-29 16:10:00,2023-07-03 09:15:00,false,13,2023-06-29 00:00:00,2023-06-29 00:00:00,false,0,2023-07-03 08:20:00,2023-07-03 11:13:00,false,46,,33,15,PEQUENO,,0,,,false
4200492801,2023-11-18 13:17:23,2023-11-22 11:18:09,false,58,2023-11-22 11:50:00,2023-11-22 18:25:00,false,55,2023-11-22 13:30:00,2023-11-22 17:25:00,false,54,2023-11-27 07:42:00,2023-11-27 18:30:00,true,14,2023-11-29 13:38:00,2023-12-02 13:16:00,false,64,2023-12-04 16:00:00,2023-12-11 16:14:00,false,35,2023-12-11 07:40:00,2023-12-11 13:30:00,false,45,FALTANDO PAINEL E PORTA DE PASSAGEM - THIAGO - (11/12/2023) OK DIA 11/12/2023                         PAINEL PORTA CARREGADO 08/01 BAIANO,34,15,GRANDE,,0,,,false
4200492802,2023-11-29 15:35:59,2023-12-02 13:06:17,true,51,2023-12-01 14:55:00,2023-12-02 08:30:00,false,55,2023-12-02 09:17:00,2023-12-02 13:22:00,false,6,2023-12-05 13:10:00,2023-12-06 08:55:00,true,14,2023-12-12 06:05:00,2023-12-26 15:30:00,false,11,2023-12-12 06:05:00,2023-12-26 15:30:00,false,11,2023-12-26 17:20:00,2023-12-27 14:50:00,false,67,FALTANDO TAPA FUROS AZUL ASTRAL 1 CARTELA PQ    E AZUL SECRETO 1 CARTELA PQ  THIAGO          28/12      TAPA FUROS OK 09/01,34,15,GRANDE,,0,,,false
4200492803,2023-12-06 16:53:23,2023-12-07 09:13:13,true,51,2023-12-07 09:43:00,2023-12-07 10:35:00,false,55,2023-12-07 09:30:00,2023-12-07 10:18:00,false,54,2023-12-07 12:05:00,2023-12-07 18:10:00,true,29,2023-12-12 14:00:00,2023-12-13 16:30:00,false,70,2023-12-08 00:00:00,2023-12-08 00:00:00,false,0,2023-12-14 17:21:00,2023-12-15 08:11:00,false,66,,34,15,PEQUENO,,0,,,false
4200492804,2023-12-07 09:56:42,2023-12-07 13:28:11,false,51,2023-12-07 16:12:00,2023-12-07 16:30:00,false,55,2023-12-11 13:05:00,2023-12-11 13:50:00,false,6,2023-12-11 15:04:00,2023-12-12 11:59:00,true,29,2023-12-13 10:30:00,2023-12-13 17:35:00,false,64,2023-12-12 00:00:00,2023-12-12 00:00:00,false,0,2023-12-20 08:35:00,2023-12-20 10:58:00,true,67,FERRAGENS MARCOS ROCHA 20/12/2023  ACESSORIOS BOX 23  LEMBRAR DE PEGAR THIAGO              ACESSORIOS CARREGADOS PELO JOSE MARCOS 05/01    THIAGO,28,15,PEQUENO,,0,,,false
4200492805,2023-12-11 14:03:19,2023-12-12 08:30:30,false,51,2023-12-12 09:20:00,2023-12-12 10:30:00,false,55,2023-12-12 09:20:00,2023-12-12 11:27:00,false,9,2023-12-12 12:43:00,2023-12-13 10:19:00,false,14,2023-12-15 13:40:00,2023-12-20 13:05:50,false,21,2024-01-02 07:35:00,2023-01-03 11:10:00,false,8,2023-01-04 13:26:00,2024-01-04 13:45:00,false,67,,34,15,MÉDIO,,0,,,false
4200492806,2023-11-29 11:17:51,2023-11-30 09:23:38,true,22,2023-11-30 10:00:00,2023-11-30 11:50:00,true,55,2023-11-30 10:05:00,2023-11-30 14:15:00,false,9,2023-12-01 10:15:00,2023-12-04 14:40:00,false,14,2023-12-08 07:35:00,2023-12-12 07:50:00,false,13,2023-12-12 07:55:00,2023-12-13 09:25:00,false,13,2023-12-12 00:00:00,2023-12-12 00:00:00,false,28,FALTANDO 12 PARES DE CORREDIÇAS INVISIVEL 50CM  14/12 THIAGO  OK 26/12                                        FALTA CARREGAR OS PAINEIS  CARREGADOS 08/01 BAIANO,34,15,GRANDE,,0,,,false
4200492807,2023-12-05 16:36:48,2023-12-06 07:55:52,true,58,2023-12-06 08:45:00,2023-12-06 09:30:00,false,55,2023-12-06 08:20:00,2023-12-06 09:00:00,false,9,2023-12-06 11:30:00,2023-12-06 19:22:00,true,14,2023-12-07 11:50:00,2023-12-07 15:17:00,false,70,2023-12-07 00:00:00,2023-12-07 00:00:00,false,28,2023-12-09 08:18:00,2023-12-11 14:38:00,false,45,"FALTANDO FRENTE E PORTAS UZINADAS OK DIA 11/12/2023
TULHA NO ESCRITÓRIO - Umberto",34,15,PEQUENO,,0,,,false
4200492808,2023-12-05 14:19:15,2023-12-05 16:28:18,false,58,2023-12-05 17:08:00,2023-12-05 17:20:00,false,55,2023-12-05 16:45:00,2023-12-05 17:06:00,false,54,2023-12-06 10:48:00,2023-12-07 08:38:00,false,14,2023-12-07 11:20:00,2023-12-11 16:33:00,false,64,2023-12-07 00:00:00,2023-12-07 00:00:00,false,0,2023-12-12 13:05:00,2023-12-12 13:52:00,false,45,FALTANDO 1 CARTELA PEQUENA AZUL SECRETO 13/12 THIAGO   TAPA FUROS OK 08/01,34,15,PEQUENO,,0,,,false
4200492809,2024-01-15 14:38:15,2024-01-15 16:34:04,false,75,2024-01-15 16:40:00,2024-01-15 17:03:00,false,55,2024-01-15 16:50:00,2024-01-15 17:10:00,false,9,2024-01-16 09:52:00,2024-01-16 15:18:00,false,14,2024-01-17 07:35:00,2024-01-19 11:31:00,false,60,2024-01-16 00:00:00,2024-01-16 00:00:00,false,0,2024-01-20 10:20:00,2024-01-20 11:00:00,false,74,,34,15,PEQUENO,,0,,,false
4200493301,2023-03-01 09:13:28,2023-03-02 10:56:00,true,31,2023-03-02 11:38:00,2023-03-02 11:51:00,false,19,2023-03-01 10:10:00,2023-03-02 13:15:00,true,9,2023-03-01 16:20:00,2023-03-01 17:00:00,false,36,2023-03-02 13:15:00,2023-03-02 14:15:00,false,21,2023-03-02 00:00:00,2023-03-02 00:00:00,false,0,2023-03-03 08:08:00,2023-03-03 08:48:00,false,45,,34,39,PEQUENO,,0,,,false
4200493501,2023-04-14 13:39:57,2023-04-15 07:39:13,false,14,2023-04-17 08:16:00,2023-04-17 09:09:00,false,12,2023-04-15 08:30:00,2023-04-15 10:00:00,false,9,2023-04-17 10:50:00,2023-04-17 13:44:00,false,32,2023-04-25 14:40:00,2023-04-26 09:41:00,false,11,2023-04-24 16:30:00,2023-04-25 14:14:00,false,35,2023-04-26 11:51:00,2023-04-26 14:23:00,false,45,,33,15,PEQUENO,,0,,,false
4200493701,2024-04-24 10:09:09,2024-04-24 10:13:13,false,75,2024-04-24 11:15:00,2024-04-24 11:36:00,false,68,2024-04-24 10:23:00,2024-04-24 11:50:00,false,9,2024-04-24 13:04:20,2024-04-29 09:30:00,false,29,2024-04-30 09:30:00,2024-04-30 14:30:00,false,11,2024-04-29 00:00:00,2024-04-29 00:00:00,false,0,2024-04-30 14:45:00,2024-04-30 17:25:00,false,62,,34,39,GRANDE,2024-05-03 15:01:00,0,,,false
4200493702,2024-04-24 10:24:59,2024-04-24 10:47:57,false,75,2024-04-24 11:08:00,2024-04-24 11:10:00,false,68,2024-04-24 11:36:00,2024-04-24 13:11:00,false,71,2024-04-29 11:00:00,2024-04-29 11:30:00,false,29,2024-04-30 17:15:00,2024-05-02 13:29:00,false,60,2024-04-29 00:00:00,2024-04-29 00:00:00,false,0,2024-05-02 14:08:00,2024-05-02 14:13:00,false,62,,34,39,PEQUENO,2024-05-03 10:00:00,0,,,false
4200493703,2024-04-24 15:07:08,2024-04-24 16:32:31,true,58,2024-04-25 08:13:00,2024-04-25 08:30:00,false,68,2024-04-24 17:01:00,2024-04-25 10:10:00,false,71,2024-04-25 10:38:00,2024-04-29 16:20:00,false,14,2024-04-30 15:45:00,2024-05-02 14:55:00,false,11,2024-04-29 00:00:00,2024-04-29 00:00:00,false,0,2024-05-02 15:28:00,2024-05-02 17:10:00,false,62,,34,39,GRANDE,2024-05-03 16:20:00,0,,,false
4200493704,2024-05-14 11:33:30,2024-05-14 13:33:33,false,75,2024-05-14 14:00:00,2024-05-14 16:20:00,false,68,2024-05-14 14:02:00,2024-05-14 14:30:00,false,6,2024-05-14 17:00:00,2024-05-15 07:45:00,false,32,2024-05-15 15:50:00,2024-05-17 11:00:00,false,87,2024-05-15 00:00:00,2024-05-15 00:00:00,false,0,2024-05-17 14:04:00,2024-05-17 14:27:00,false,45,,34,39,MÉDIO,2024-05-20 14:55:00,0,,,false
4200494001,2023-05-23 14:01:26,2023-05-25 16:10:28,false,31,2023-05-24 10:40:00,2023-05-24 11:00:00,false,12,2023-05-24 10:30:00,2023-05-25 16:35:00,false,9,2023-05-29 15:30:00,2023-05-30 10:49:00,false,32,2023-05-30 11:25:00,2023-05-31 11:00:00,false,48,2023-05-30 08:20:00,2023-06-01 11:13:00,false,35,2023-05-31 15:38:00,2023-06-01 15:00:00,false,34,Matheus ira trazer a lixeira da loja dia 30/05. Ok dia 30/05/2023,33,15,GRANDE,,0,,,false
4200494301,2023-06-05 15:38:51,2023-06-06 14:37:47,false,31,2023-06-06 16:45:00,2023-06-07 11:23:00,false,12,2023-06-06 15:15:00,2023-06-07 08:45:00,false,51,2023-06-07 08:10:00,2023-06-09 11:47:00,true,32,2023-06-12 14:25:00,2023-06-13 15:41:00,false,11,2023-06-16 07:35:00,2023-06-19 11:54:00,false,35,2023-06-14 14:22:00,2023-06-19 16:21:00,false,46,FALTANDO LIXEIRA SIMPLES DESLIZANTE 2066 OK DIA 23/06/2023,33,39,MÉDIO,,0,,,false
4200494302,2023-06-07 16:16:40,2023-06-09 09:42:39,false,31,2023-06-09 09:55:00,2023-06-09 10:23:00,false,12,2023-06-09 10:00:00,2023-06-09 13:25:00,false,9,2023-06-09 13:40:00,2023-06-12 10:13:00,true,23,2023-06-13 10:06:00,2023-06-14 08:10:00,false,13,2023-06-19 14:50:00,2023-06-19 19:09:00,false,19,2023-06-14 16:32:00,2023-06-20 09:53:00,false,46,,33,15,MÉDIO,,0,,,false
4200494303,2023-06-07 13:28:37,2023-06-07 14:45:46,false,31,2023-06-07 15:58:00,2023-06-07 15:59:00,false,12,2023-06-07 15:30:00,2023-06-07 16:30:00,false,51,2023-06-09 08:19:00,2023-06-09 13:26:00,true,23,2023-06-13 11:34:00,2023-06-13 17:15:00,false,21,2023-06-09 00:00:00,2023-06-09 00:00:00,false,0,2023-06-14 10:15:00,2023-06-14 11:00:00,false,50,",",33,15,PEQUENO,,0,,,false
4200494304,2023-06-07 14:48:42,2023-06-07 16:14:15,false,31,2023-06-07 16:20:00,2023-06-07 16:22:00,false,12,2023-06-07 16:45:00,2023-06-09 08:12:00,false,9,2023-06-09 11:30:00,2023-06-09 14:45:00,true,23,2023-06-13 13:36:00,2023-06-13 17:25:00,true,48,2023-06-09 00:00:00,2023-06-09 00:00:00,false,0,2023-06-14 09:00:00,2023-06-14 10:10:00,false,50,,33,15,PEQUENO,,0,,,false
4200494305,2023-06-07 08:32:00,2023-06-07 13:08:41,false,31,2023-06-07 15:20:00,2023-06-07 16:36:00,false,12,2023-06-07 13:42:00,2023-06-07 15:20:00,false,51,2023-06-07 16:20:00,2023-06-09 10:41:00,true,32,2023-06-13 15:55:00,2023-06-14 10:43:00,false,11,2023-06-19 19:15:00,2023-06-20 09:45:00,false,19,2023-06-20 11:32:00,2023-06-20 15:37:00,false,45,,33,39,MÉDIO,,0,,,false
4200494401,2023-05-24 11:29:04,2023-05-24 15:48:20,false,31,2023-05-24 16:10:00,2023-05-24 16:45:00,false,12,2023-05-24 16:35:00,2023-05-25 08:25:00,false,9,2023-05-30 14:25:00,2023-06-01 16:26:00,true,32,2023-06-05 13:20:00,2023-06-07 10:25:00,false,21,2023-06-01 00:00:00,2023-06-01 00:00:00,false,0,2023-06-07 10:14:00,2023-06-07 13:25:00,false,34,,33,15,PEQUENO,,0,,,false
4200494702,2023-10-20 09:58:16,2023-10-20 09:58:23,false,22,2023-10-20 10:05:00,2023-10-20 10:11:00,false,12,2023-10-20 10:20:00,2023-10-20 11:50:00,false,23,2023-10-21 08:22:00,2023-10-23 14:36:00,true,32,2023-10-24 09:20:00,2023-10-24 10:18:00,false,64,2023-10-23 00:00:00,2023-10-23 00:00:00,false,0,2023-10-24 19:03:00,2023-10-24 19:10:00,false,28," PORTAS DE ALUMINIO  OK 826X447 06/11/2023 ZE MARCOS OK 06/11/2023
 (FALTANDO 1 PAR DE CORREDIÇAS 45
E 1 CARTERLA DE TAPA FUROS GRAFFITO PEQUENA ) THIAGO 30/10 TUDO OK 13/11",34,39,PEQUENO,,0,,,false
4200494703,2023-10-20 10:00:31,2023-10-20 10:15:13,false,22,2023-10-23 00:00:00,2023-10-23 00:00:00,false,0,2023-10-20 10:38:00,2023-10-20 10:48:00,false,6,2023-10-21 08:22:00,2023-10-23 15:36:00,false,32,2023-10-24 10:02:00,2023-10-24 14:00:00,false,13,2023-10-23 00:00:00,2023-10-23 00:00:00,false,0,2023-10-24 19:08:00,2023-10-24 19:10:00,false,28,,34,39,PEQUENO,,0,,,false
4200494801,2023-06-30 11:13:20,2023-07-01 08:45:55,false,51,2023-07-03 08:45:00,2023-07-03 10:00:00,false,12,2023-07-03 07:50:00,2023-07-03 10:50:00,false,22,2023-07-04 15:14:00,2023-07-05 14:28:00,true,32,2023-07-07 15:20:00,2023-07-11 13:00:00,false,11,2023-07-06 10:05:00,2023-07-07 13:28:00,false,19,2023-07-11 14:07:00,2023-07-12 09:50:00,false,50,,33,15,MÉDIO,,0,,,false
4200494802,2023-07-03 10:59:10,2023-07-03 11:52:55,false,14,2023-07-03 13:47:00,2023-07-03 14:03:00,false,12,2023-07-04 08:00:00,2023-07-04 08:30:00,false,22,2023-07-04 14:00:00,2023-07-04 15:26:00,false,32,2023-07-06 11:40:00,2023-07-06 15:52:00,false,11,2023-07-04 00:00:00,2023-07-04 00:00:00,false,0,2023-07-07 11:00:00,2023-07-07 11:50:00,false,46,,33,15,PEQUENO,,0,,,false
4200494803,2023-07-03 10:57:08,2023-07-03 10:57:17,false,14,2023-07-01 13:04:00,2023-07-03 14:02:00,false,12,2023-07-04 08:15:00,2023-07-04 08:43:00,false,22,2023-07-04 16:40:00,2023-07-05 08:00:00,false,32,2023-07-06 10:15:00,2023-07-06 14:50:00,false,13,2023-07-05 00:00:00,2023-07-05 00:00:00,false,0,2023-07-07 13:13:00,2023-07-07 13:43:00,false,46,,33,15,PEQUENO,,0,,,false
4200494804,2023-07-01 08:47:07,2023-07-01 09:18:15,false,51,2023-07-03 07:33:00,2023-07-03 08:40:00,false,12,2023-07-03 11:45:00,2023-07-03 13:40:00,false,9,2023-07-03 00:00:00,2023-07-03 00:00:00,false,0,2023-07-03 00:00:00,2023-07-03 00:00:00,false,0,2023-07-03 16:05:00,,false,13,2023-07-04 11:06:00,2023-07-04 11:40:00,false,45,,33,15,PEQUENO,,0,,,false
4200494805,2023-06-29 16:45:29,2023-06-30 11:05:18,false,31,2023-06-30 11:32:00,2023-06-30 11:54:00,false,12,2023-07-01 14:15:00,2023-07-01 15:25:00,false,22,2023-07-03 08:40:00,2023-07-03 16:00:00,true,23,2023-07-04 13:15:00,2023-07-05 13:09:00,false,11,2023-07-05 14:10:00,2023-07-06 09:27:00,false,19,2023-07-07 16:45:00,2023-07-10 11:07:00,false,45,,33,15,MÉDIO,,0,,,false
4200494806,2023-07-01 07:43:00,2023-07-01 13:16:00,false,23,2023-07-03 14:04:00,2023-07-03 15:35:00,false,12,2023-07-06 16:00:00,2023-07-10 14:20:00,false,9,2023-07-11 07:30:00,2023-07-12 08:31:00,true,23,2023-07-12 10:35:00,2023-07-13 15:45:00,false,13,2023-07-12 00:00:00,2023-07-12 00:00:00,false,0,2023-07-13 11:38:00,2023-07-13 15:38:00,false,45,,33,15,MÉDIO,,0,,,false
4200494807,2023-07-03 11:54:06,2023-07-03 14:34:34,false,29,2023-07-03 15:30:00,2023-07-03 15:32:00,false,12,2023-07-04 16:10:00,2023-07-05 09:15:00,false,9,2023-07-06 09:00:00,2023-07-06 10:50:00,false,32,2023-07-06 15:12:00,2023-07-10 08:25:00,false,13,2023-07-06 00:00:00,2023-07-06 00:00:00,false,0,2023-07-10 11:10:00,2023-07-10 13:22:00,false,50,"FALTANDO 6 RODIZIOS DE 10 CM  OK DIA 17/07/2023
NO ESCRITORIO (UMBERTO)",33,15,PEQUENO,,0,,,false
4200495101,2023-05-27 07:38:52,2023-05-30 17:18:28,false,31,2023-05-30 07:35:00,2023-05-31 14:45:00,false,12,2023-05-27 11:50:00,2023-05-31 14:48:00,false,51,2023-05-31 08:00:00,2023-05-31 09:00:00,false,32,2023-06-06 11:40:00,2023-06-09 11:49:00,false,11,2023-06-12 10:30:00,2023-06-14 14:52:00,false,8,2023-06-09 15:33:00,2023-06-14 16:36:00,true,50,,33,44,MÉDIO,,0,,,false
4200495201,2023-04-15 14:12:36,2023-04-17 08:17:25,false,23,2023-04-17 16:20:00,2023-04-17 10:00:00,false,12,2023-04-17 09:10:00,2023-04-17 10:00:00,false,9,2023-04-18 11:00:00,2023-04-18 13:20:00,false,32,2023-04-25 08:45:00,2023-04-26 11:28:00,false,49,2023-04-18 00:00:00,2023-04-18 00:00:00,false,0,2023-04-26 14:33:00,2023-04-26 15:48:00,false,45,,33,39,PEQUENO,,0,,,false
4200495401,2023-05-08 11:23:02,2023-05-09 08:56:23,false,14,2023-05-09 14:06:00,2023-05-09 16:22:00,false,12,2023-05-09 09:13:00,2023-05-09 15:50:00,false,9,2023-05-11 11:30:00,2023-05-11 14:40:00,true,32,2023-05-19 13:45:00,2023-05-23 08:44:00,false,49,2023-05-26 15:18:00,2023-05-27 09:35:00,false,48,2023-05-23 09:58:00,2023-05-29 10:00:00,false,33,,33,39,PEQUENO,,0,,,false
4200495504,2023-06-12 16:32:03,2023-06-12 17:10:38,false,31,2023-06-13 13:05:00,2023-06-13 14:04:00,false,12,2023-06-13 09:07:00,2023-06-13 10:00:00,false,51,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-20 09:40:00,2023-06-21 14:48:00,false,8,2023-06-21 17:10:00,2023-06-22 07:51:00,false,46,,33,15,PEQUENO,,0,,,false
4200495505,2023-06-09 10:49:51,2023-06-09 13:37:33,false,31,2023-06-12 08:29:00,2023-06-12 08:34:00,false,12,2023-06-09 14:15:00,2023-06-09 16:05:00,false,9,2023-06-12 08:53:00,2023-06-12 10:22:00,false,23,2023-06-16 15:28:00,2023-06-19 10:28:00,false,11,2023-06-16 15:28:00,2023-06-19 10:28:00,false,11,2023-06-19 15:17:00,2023-06-19 16:03:00,false,46,,33,15,PEQUENO,,0,,,false
4200495506,2023-06-09 15:48:10,2023-06-12 08:23:45,false,31,2023-06-12 13:39:00,2023-06-12 14:40:00,false,12,2023-06-12 08:30:00,2023-06-12 09:10:00,false,9,2023-06-12 15:15:00,2023-06-12 15:40:00,false,32,2023-06-20 14:00:00,2023-06-20 14:59:00,false,48,2023-06-13 00:00:00,2023-06-13 00:00:00,false,0,2023-06-21 08:00:00,2023-06-21 09:05:00,false,34,VIDRO 04mm 646x326 2 PÇS OK  VIDRO 04mm 1006x326 2 PÇS OK,33,15,PEQUENO,,0,,,false
4200495507,2023-06-09 13:40:32,2023-06-09 15:25:21,false,31,2023-06-12 08:28:00,2023-06-12 08:30:00,false,12,2023-06-09 15:55:00,2023-06-09 16:25:00,false,9,2023-06-12 07:40:00,2023-06-12 08:00:00,false,32,,,false,0,2023-06-12 00:00:00,2023-06-12 00:00:00,false,0,2023-06-20 08:29:00,2023-06-20 09:18:00,false,46,,33,15,PEQUENO,,0,,,false
4200495508,2023-06-12 08:31:08,2023-06-15 08:37:21,false,36,2023-06-12 13:35:00,2023-06-15 09:00:00,false,12,2023-06-12 10:50:00,2023-06-15 08:35:00,false,6,2023-06-15 10:00:00,2023-06-15 10:40:00,false,32,2023-06-19 14:10:00,2023-06-20 08:00:00,false,21,2023-06-19 14:10:00,2023-06-20 08:00:00,false,21,2023-06-20 10:14:00,2023-06-20 11:00:00,false,46,,33,15,PEQUENO,,0,,,false
4200495509,2023-06-12 15:28:16,2023-06-12 16:30:19,false,36,2023-06-13 14:05:00,2023-06-13 14:07:00,false,12,2023-06-12 16:47:00,2023-06-13 08:00:00,false,22,2023-06-14 08:00:00,2023-06-14 09:25:00,true,23,2023-06-19 14:25:00,2023-06-19 14:50:00,false,11,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-19 19:12:00,2023-06-20 08:11:00,false,46,,33,15,PEQUENO,,0,,,false
4200495510,2023-06-13 08:40:57,2023-06-13 09:39:19,false,31,2023-06-14 10:01:00,2023-06-14 10:16:00,false,12,2023-06-13 09:45:00,2023-06-13 09:52:00,false,22,2023-06-14 08:20:00,2023-06-14 08:36:00,false,23,2023-06-20 08:02:00,2023-06-20 08:25:00,false,21,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-20 10:05:00,2023-06-20 10:11:00,false,46,,33,15,PEQUENO,,0,,,false
4200495511,2023-06-13 08:54:23,2023-06-13 09:07:08,false,31,2023-06-14 09:42:00,2023-06-14 10:00:00,false,12,2023-06-13 09:53:00,2023-06-13 09:58:00,false,22,2023-06-14 08:35:00,2023-06-14 08:43:00,false,32,2023-06-20 08:02:00,2023-06-20 08:25:00,false,21,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-20 09:56:00,2023-06-20 10:05:00,false,46,,33,15,PEQUENO,,0,,,false
4200495512,2023-06-13 10:00:34,2023-06-13 10:24:29,false,31,2023-06-14 10:27:00,2023-06-14 10:40:00,false,12,2023-06-13 13:50:00,2023-06-13 14:00:00,false,22,2023-06-14 08:00:00,2023-06-14 08:20:00,false,32,2023-06-20 08:35:00,2023-06-20 09:00:00,false,21,2023-06-14 00:00:00,2023-06-14 00:00:00,false,0,2023-06-20 11:07:00,2023-06-20 11:11:00,false,46,,33,15,PEQUENO,,0,,,false
